annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;devise;date_tirage_format_unifie;fichier_source
2018004;VENDREDI;12/01/2018;14/03/2018;45;30;21;13;23;6;4;-13-21-23-30-45-;-4-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-01-12;euromillions_4.csv
2018005;"MARDI   ";16/01/2018;18/03/2018;46;34;31;20;23;3;12;-20-23-31-34-46-;-3-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-01-16;euromillions_4.csv
2018006;VENDREDI;19/01/2018;21/03/2018;44;3;17;50;8;2;7;-3-8-17-44-50-;-2-7-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-01-19;euromillions_4.csv
2018007;"MARDI   ";23/01/2018;25/03/2018;5;23;8;9;24;7;8;-5-8-9-23-24-;-7-8-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-01-23;euromillions_4.csv
2018008;VENDREDI;26/01/2018;28/03/2018;28;15;24;48;6;9;4;-6-15-24-28-48-;-4-9-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-01-26;euromillions_4.csv
2018009;"MARDI   ";30/01/2018;01/04/2018;11;15;35;27;21;5;4;-11-15-21-27-35-;-4-5-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-01-30;euromillions_4.csv
2018010;VENDREDI;02/02/2018;04/04/2018;36;39;34;14;48;2;3;-14-34-36-39-48-;-2-3-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-02-02;euromillions_4.csv
2018011;"MARDI   ";06/02/2018;08/04/2018;8;28;17;38;34;6;12;-8-17-28-34-38-;-6-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-02-06;euromillions_4.csv
2018012;VENDREDI;09/02/2018;11/04/2018;38;22;31;44;36;11;1;-22-31-36-38-44-;-1-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-02-09;euromillions_4.csv
2018013;"MARDI   ";13/02/2018;15/04/2018;13;44;10;21;17;10;1;-10-13-17-21-44-;-1-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-02-13;euromillions_4.csv
2018014;VENDREDI;16/02/2018;18/04/2018;23;32;50;12;10;10;4;-10-12-23-32-50-;-4-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-02-16;euromillions_4.csv
2018015;"MARDI   ";20/02/2018;22/04/2018;6;25;14;19;29;11;5;-6-14-19-25-29-;-5-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-02-20;euromillions_4.csv
2018016;VENDREDI;23/02/2018;25/04/2018;18;17;28;47;10;3;7;-10-17-18-28-47-;-3-7-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-02-23;euromillions_4.csv
2018017;"MARDI   ";27/02/2018;29/04/2018;48;31;3;41;50;11;8;-3-31-41-48-50-;-8-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-02-27;euromillions_4.csv
2018018;VENDREDI;02/03/2018;02/05/2018;2;7;34;48;45;1;12;-2-7-34-45-48-;-1-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-03-02;euromillions_4.csv
2018019;"MARDI   ";06/03/2018;06/05/2018;26;44;20;31;15;2;9;-15-20-26-31-44-;-2-9-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-03-06;euromillions_4.csv
2018020;VENDREDI;09/03/2018;09/05/2018;44;9;14;21;32;12;1;-9-14-21-32-44-;-1-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-03-09;euromillions_4.csv
2018021;"MARDI   ";13/03/2018;13/05/2018;11;9;13;33;49;12;6;-9-11-13-33-49-;-6-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-03-13;euromillions_4.csv
2018022;VENDREDI;16/03/2018;16/05/2018;31;4;27;24;17;11;10;-4-17-24-27-31-;-10-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-03-16;euromillions_4.csv
2018023;"MARDI   ";20/03/2018;20/05/2018;44;39;29;26;37;9;11;-26-29-37-39-44-;-9-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-03-20;euromillions_4.csv
2018024;VENDREDI;23/03/2018;23/05/2018;46;5;50;7;11;11;8;-5-7-11-46-50-;-8-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-03-23;euromillions_4.csv
2018025;"MARDI   ";27/03/2018;27/05/2018;46;40;20;23;17;9;10;-17-20-23-40-46-;-9-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-03-27;euromillions_4.csv
2018026;VENDREDI;30/03/2018;30/05/2018;35;47;28;17;12;7;11;-12-17-28-35-47-;-7-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-03-30;euromillions_4.csv
2018027;"MARDI   ";03/04/2018;03/06/2018;43;3;40;16;8;8;5;-3-8-16-40-43-;-5-8-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-04-03;euromillions_4.csv
2018028;VENDREDI;06/04/2018;06/06/2018;45;47;29;33;1;4;8;-1-29-33-45-47-;-4-8-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-04-06;euromillions_4.csv
2018029;"MARDI   ";10/04/2018;10/06/2018;48;14;39;46;27;11;12;-14-27-39-46-48-;-11-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-04-10;euromillions_4.csv
2018030;VENDREDI;13/04/2018;13/06/2018;48;50;34;25;5;7;6;-5-25-34-48-50-;-6-7-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-04-13;euromillions_4.csv
2018031;"MARDI   ";17/04/2018;17/06/2018;39;15;33;27;50;6;4;-15-27-33-39-50-;-4-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-04-17;euromillions_4.csv
2018032;VENDREDI;20/04/2018;20/06/2018;44;39;3;25;16;11;7;-3-16-25-39-44-;-7-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-04-20;euromillions_4.csv
2018033;"MARDI   ";24/04/2018;24/06/2018;28;44;30;23;20;3;7;-20-23-28-30-44-;-3-7-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-04-24;euromillions_4.csv
2018034;VENDREDI;27/04/2018;27/06/2018;24;40;12;41;46;5;12;-12-24-40-41-46-;-5-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-04-27;euromillions_4.csv
2018035;"MARDI   ";01/05/2018;01/07/2018;48;42;15;17;6;4;6;-6-15-17-42-48-;-4-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-05-01;euromillions_4.csv
2018036;VENDREDI;04/05/2018;04/07/2018;23;6;12;45;39;12;9;-6-12-23-39-45-;-9-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-05-04;euromillions_4.csv
2018037;"MARDI   ";08/05/2018;08/07/2018;17;35;25;39;44;5;2;-17-25-35-39-44-;-2-5-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-05-08;euromillions_4.csv
2018038;VENDREDI;11/05/2018;11/07/2018;22;34;3;50;49;11;8;-3-22-34-49-50-;-8-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-05-11;euromillions_4.csv
2018039;"MARDI   ";15/05/2018;15/07/2018;20;16;4;31;39;2;12;-4-16-20-31-39-;-2-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-05-15;euromillions_4.csv
2018040;VENDREDI;18/05/2018;18/07/2018;8;31;5;10;13;6;3;-5-8-10-13-31-;-3-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-05-18;euromillions_4.csv
2018041;"MARDI   ";22/05/2018;22/07/2018;48;11;1;37;41;8;12;-1-11-37-41-48-;-8-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-05-22;euromillions_4.csv
2018042;VENDREDI;25/05/2018;25/07/2018;13;16;15;41;28;4;5;-13-15-16-28-41-;-4-5-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-05-25;euromillions_4.csv
2018043;"MARDI   ";29/05/2018;29/07/2018;20;43;6;38;11;4;2;-6-11-20-38-43-;-2-4-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-05-29;euromillions_4.csv
2018044;VENDREDI;01/06/2018;01/08/2018;29;17;40;24;18;4;5;-17-18-24-29-40-;-4-5-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-06-01;euromillions_4.csv
2018045;"MARDI   ";05/06/2018;05/08/2018;39;46;9;22;15;5;4;-9-15-22-39-46-;-4-5-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-06-05;euromillions_4.csv
2018046;VENDREDI;08/06/2018;08/08/2018;43;46;8;32;19;8;2;-8-19-32-43-46-;-2-8-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-06-08;euromillions_4.csv
2018047;"MARDI   ";12/06/2018;12/08/2018;36;38;23;21;7;6;8;-7-21-23-36-38-;-6-8-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-06-12;euromillions_4.csv
2018048;VENDREDI;15/06/2018;15/08/2018;26;23;49;33;38;1;12;-23-26-33-38-49-;-1-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-06-15;euromillions_4.csv
2018049;"MARDI   ";19/06/2018;19/08/2018;26;7;19;50;42;9;4;-7-19-26-42-50-;-4-9-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-06-19;euromillions_4.csv
2018050;VENDREDI;22/06/2018;22/08/2018;44;39;41;14;25;8;2;-14-25-39-41-44-;-2-8-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-06-22;euromillions_4.csv
2018051;"MARDI   ";26/06/2018;26/08/2018;20;34;16;15;50;7;4;-15-16-20-34-50-;-4-7-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-06-26;euromillions_4.csv
2018052;VENDREDI;29/06/2018;29/08/2018;15;21;40;23;48;3;12;-15-21-23-40-48-;-3-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-06-29;euromillions_4.csv
2018053;"MARDI   ";03/07/2018;02/09/2018;15;29;12;48;1;5;3;-1-12-15-29-48-;-3-5-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-03;euromillions_4.csv
2018054;VENDREDI;06/07/2018;05/09/2018;30;8;48;33;38;10;2;-8-30-33-38-48-;-2-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-06;euromillions_4.csv
2018055;"MARDI   ";10/07/2018;09/09/2018;3;33;26;8;45;10;7;-3-8-26-33-45-;-7-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-10;euromillions_4.csv
2018056;VENDREDI;13/07/2018;12/09/2018;49;14;4;1;21;2;12;-1-4-14-21-49-;-2-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-13;euromillions_4.csv
2018057;"MARDI   ";17/07/2018;16/09/2018;4;50;6;27;48;1;11;-4-6-27-48-50-;-1-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-17;euromillions_4.csv
2018058;VENDREDI;20/07/2018;19/09/2018;15;2;43;40;46;3;6;-2-15-40-43-46-;-3-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-20;euromillions_4.csv
2018059;"MARDI   ";24/07/2018;23/09/2018;40;23;2;4;39;3;9;-2-4-23-39-40-;-3-9-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-24;euromillions_4.csv
2018060;VENDREDI;27/07/2018;26/09/2018;17;23;11;22;41;11;6;-11-17-22-23-41-;-6-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-27;euromillions_4.csv
2018061;"MARDI   ";31/07/2018;30/09/2018;25;34;20;42;45;6;11;-20-25-34-42-45-;-6-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-07-31;euromillions_4.csv
2018062;VENDREDI;03/08/2018;03/10/2018;26;38;36;43;7;12;6;-7-26-36-38-43-;-6-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-08-03;euromillions_4.csv
2018063;"MARDI   ";07/08/2018;07/10/2018;30;29;28;36;16;10;8;-16-28-29-30-36-;-8-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-08-07;euromillions_4.csv
2018064;VENDREDI;10/08/2018;10/10/2018;43;44;20;18;36;9;3;-18-20-36-43-44-;-3-9-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-08-10;euromillions_4.csv
2018065;"MARDI   ";14/08/2018;14/10/2018;31;1;15;25;18;9;11;-1-15-18-25-31-;-9-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-08-14;euromillions_4.csv
2018066;VENDREDI;17/08/2018;17/10/2018;18;24;2;43;15;8;12;-2-15-18-24-43-;-8-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-08-17;euromillions_4.csv
2018067;"MARDI   ";21/08/2018;21/10/2018;43;16;49;23;42;12;10;-16-23-42-43-49-;-10-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-08-21;euromillions_4.csv
2018068;VENDREDI;24/08/2018;24/10/2018;31;36;50;14;3;12;1;-3-14-31-36-50-;-1-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-08-24;euromillions_4.csv
2018069;"MARDI   ";28/08/2018;28/10/2018;42;46;4;16;32;12;8;-4-16-32-42-46-;-8-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-08-28;euromillions_4.csv
2018070;VENDREDI;31/08/2018;31/10/2018;4;42;30;38;31;4;6;-4-30-31-38-42-;-4-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-08-31;euromillions_4.csv
2018071;"MARDI   ";04/09/2018;04/11/2018;47;5;28;30;14;11;4;-5-14-28-30-47-;-4-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-09-04;euromillions_4.csv
2018072;VENDREDI;07/09/2018;07/11/2018;50;31;27;4;23;1;8;-4-23-27-31-50-;-1-8-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-09-07;euromillions_4.csv
2018073;"MARDI   ";11/09/2018;11/11/2018;32;18;9;38;46;2;3;-9-18-32-38-46-;-2-3-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-09-11;euromillions_4.csv
2018074;VENDREDI;14/09/2018;14/11/2018;45;40;33;1;3;4;3;-1-3-33-40-45-;-3-4-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-09-14;euromillions_4.csv
2018075;"MARDI   ";18/09/2018;18/11/2018;10;32;45;8;3;4;12;-3-8-10-32-45-;-4-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-09-18;euromillions_4.csv
2018076;VENDREDI;21/09/2018;21/11/2018;5;7;37;25;21;3;4;-5-7-21-25-37-;-3-4-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-09-21;euromillions_4.csv
2018077;"MARDI   ";25/09/2018;25/11/2018;38;6;20;30;15;4;7;-6-15-20-30-38-;-4-7-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-09-25;euromillions_4.csv
2018078;VENDREDI;28/09/2018;28/11/2018;4;8;50;2;27;2;9;-2-4-8-27-50-;-2-9-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-09-28;euromillions_4.csv
2018079;"MARDI   ";02/10/2018;02/12/2018;45;29;37;7;17;11;3;-7-17-29-37-45-;-3-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-10-02;euromillions_4.csv
2018080;VENDREDI;05/10/2018;05/12/2018;16;8;26;35;24;11;3;-8-16-24-26-35-;-3-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-10-05;euromillions_4.csv
2018081;"MARDI   ";09/10/2018;09/12/2018;3;45;44;12;36;11;8;-3-12-36-44-45-;-8-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-10-09;euromillions_4.csv
2018082;VENDREDI;12/10/2018;12/12/2018;31;4;12;43;9;8;5;-4-9-12-31-43-;-5-8-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-10-12;euromillions_4.csv
2018083;"MARDI   ";16/10/2018;16/12/2018;15;28;42;37;40;1;6;-15-28-37-40-42-;-1-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-10-16;euromillions_4.csv
2018084;VENDREDI;19/10/2018;19/12/2018;1;3;47;29;48;12;3;-1-3-29-47-48-;-3-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-10-19;euromillions_4.csv
2018085;"MARDI   ";23/10/2018;23/12/2018;32;2;1;5;21;12;2;-1-2-5-21-32-;-2-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-10-23;euromillions_4.csv
2018086;VENDREDI;26/10/2018;26/12/2018;5;31;18;21;35;6;9;-5-18-21-31-35-;-6-9-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-10-26;euromillions_4.csv
2018087;"MARDI   ";30/10/2018;30/12/2018;44;27;23;17;43;1;12;-17-23-27-43-44-;-1-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-10-30;euromillions_4.csv
2018088;VENDREDI;02/11/2018;02/01/2019;15;37;5;17;44;11;7;-5-15-17-37-44-;-7-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-11-02;euromillions_4.csv
2018089;"MARDI   ";06/11/2018;06/01/2019;14;36;24;43;40;2;9;-14-24-36-40-43-;-2-9-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-11-06;euromillions_4.csv
2018090;VENDREDI;09/11/2018;09/01/2019;49;17;37;32;14;11;12;-14-17-32-37-49-;-11-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-11-09;euromillions_4.csv
2018091;"MARDI   ";13/11/2018;13/01/2019;10;7;13;2;42;6;3;-2-7-10-13-42-;-3-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-11-13;euromillions_4.csv
2018092;VENDREDI;16/11/2018;16/01/2019;9;10;28;41;13;12;1;-9-10-13-28-41-;-1-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-11-16;euromillions_4.csv
2018093;"MARDI   ";20/11/2018;20/01/2019;6;48;19;45;39;7;12;-6-19-39-45-48-;-7-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-11-20;euromillions_4.csv
2018094;VENDREDI;23/11/2018;23/01/2019;25;30;5;26;8;3;10;-5-8-25-26-30-;-3-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-11-23;euromillions_4.csv
2018095;"MARDI   ";27/11/2018;27/01/2019;17;16;4;32;18;11;2;-4-16-17-18-32-;-2-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-11-27;euromillions_4.csv
2018096;VENDREDI;30/11/2018;30/01/2019;3;10;26;23;12;12;1;-3-10-12-23-26-;-1-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-11-30;euromillions_4.csv
2018097;"MARDI   ";04/12/2018;03/02/2019;21;19;45;20;42;8;9;-19-20-21-42-45-;-8-9-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-12-04;euromillions_4.csv
2018098;VENDREDI;07/12/2018;06/02/2019;17;11;37;48;26;1;10;-11-17-26-37-48-;-1-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-12-07;euromillions_4.csv
2018099;"MARDI   ";11/12/2018;10/02/2019;4;13;7;42;23;1;3;-4-7-13-23-42-;-1-3-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-12-11;euromillions_4.csv
2018100;VENDREDI;14/12/2018;13/02/2019;29;12;38;44;42;12;2;-12-29-38-42-44-;-2-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-12-14;euromillions_4.csv
2018101;"MARDI   ";18/12/2018;17/02/2019;1;18;39;48;9;7;5;-1-9-18-39-48-;-5-7-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-12-18;euromillions_4.csv
2018102;VENDREDI;21/12/2018;20/02/2019;12;2;34;50;15;4;3;-2-12-15-34-50-;-3-4-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-12-21;euromillions_4.csv
2018103;"MARDI   ";25/12/2018;24/02/2019;8;4;43;31;5;9;2;-4-5-8-31-43-;-2-9-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-12-25;euromillions_4.csv
2018104;VENDREDI;28/12/2018;27/02/2019;34;16;35;45;13;10;12;-13-16-34-35-45-;-10-12-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018-12-28;euromillions_4.csv
2019001;"MARDI   ";01/01/2019;03/03/2019;11;25;8;28;1;4;6;-1-8-11-25-28-;-4-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-01-01;euromillions_4.csv
2019002;VENDREDI;04/01/2019;06/03/2019;19;7;11;37;27;10;6;-7-11-19-27-37-;-6-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-01-04;euromillions_4.csv
2019003;"MARDI   ";08/01/2019;10/03/2019;19;32;31;3;22;2;11;-3-19-22-31-32-;-2-11-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-01-08;euromillions_4.csv
2019004;VENDREDI;11/01/2019;13/03/2019;19;48;31;39;1;6;1;-1-19-31-39-48-;-1-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-01-11;euromillions_4.csv
2019005;"MARDI   ";15/01/2019;17/03/2019;33;22;35;25;29;3;6;-22-25-29-33-35-;-3-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-01-15;euromillions_4.csv
2019006;VENDREDI;18/01/2019;20/03/2019;5;16;46;6;30;5;10;-5-6-16-30-46-;-5-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-01-18;euromillions_4.csv
2019007;"MARDI   ";22/01/2019;24/03/2019;29;49;41;9;23;8;10;-9-23-29-41-49-;-8-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-01-22;euromillions_4.csv
2019008;VENDREDI;25/01/2019;27/03/2019;15;16;13;6;1;6;10;-1-6-13-15-16-;-6-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-01-25;euromillions_4.csv
2019009;"MARDI   ";29/01/2019;31/03/2019;39;14;24;32;26;8;3;-14-24-26-32-39-;-3-8-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-01-29;euromillions_4.csv
2019010;VENDREDI;01/02/2019;03/04/2019;3;41;26;46;21;6;1;-3-21-26-41-46-;-1-6-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-02-01;euromillions_4.csv
2019011;"MARDI   ";05/02/2019;07/04/2019;31;43;14;25;37;2;3;-14-25-31-37-43-;-2-3-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-02-05;euromillions_4.csv
2019012;VENDREDI;08/02/2019;10/04/2019;46;12;13;39;11;7;10;-11-12-13-39-46-;-7-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-02-08;euromillions_4.csv
2019013;"MARDI   ";12/02/2019;14/04/2019;34;36;50;41;6;1;5;-6-34-36-41-50-;-1-5-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-02-12;euromillions_4.csv
2019014;VENDREDI;15/02/2019;17/04/2019;49;38;27;34;15;2;10;-15-27-34-38-49-;-2-10-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-02-15;euromillions_4.csv
2019015;"MARDI   ";19/02/2019;21/04/2019;19;8;18;1;39;9;7;-1-8-18-19-39-;-7-9-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-02-19;euromillions_4.csv
2019016;VENDREDI;22/02/2019;24/04/2019;50;33;29;3;27;7;3;-3-27-29-33-50-;-3-7-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-02-22;euromillions_4.csv
2019017;"MARDI   ";26/02/2019;28/04/2019;29;47;15;3;35;4;3;-3-15-29-35-47-;-3-4-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019-02-26;euromillions_4.csv
